	mapping_number	sssom_subject_id	sssom_subject_category	sssom_predicate_id	sssom_object_id	sssom_object_category	sssom_mapping_justification	sssom_author_id	sssom_author_label	sssom_creator_id	sssom_creator_label	sssom_subject_type	sssom_object_type	sssom_object_source	sssom_mapping_date	sssom_object_match_field	sssom_comment	semapv_RegexRemoval	object_source_version	object_url	subject_url	object_namespace	sssom_reviewer_id	sssom_reviewer_label	discipline	sssom_subject_label	sssom_object_label	term_local_name
105	106	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:occurrenceID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1254	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/occurrenceID	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Geology	Physical Specimen ID	Occurrence ID	PhysicalSpecimenID
106	107	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:materialEntityID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3090-1761	Wouter Addink	https://orcid.org/0000-0002-3973-1254	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/materialEntityID	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Geology	Physical Specimen ID	Material Entity ID	PhysicalSpecimenID
107	108	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:ownerInstitutionCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1255	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/ownerInstitutionCode	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Geology	Organization	Owner Institution Code	Organization
108	109	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:institutionID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1256	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionID	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Geology	Organization	Institution ID	Organization
109	110	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:institutionCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1257	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionCode	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Geology	Organization	Institution Code	Organization
110	111	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:vernacularName	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1259	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/vernacularName	https://tdwg.github.io    /mids/information-elements#Name	dwc			Geology	Name	Vernacular Name	Name
111	112	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:verbatimIdentification	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2025-09-24			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimIdentification	https://tdwg.github.io    /mids/information-elements#Name	dwc			Geology	Name	Verbatim Identification	Name
112	113	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:scientificName	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2025-09-24		Although scientificName is not recommended for recording classifications of geological specimens, the lack of a more appropriate term requires that the term be included here. The Mineralogy Extension and DWC DP will fix this issue once ratified.	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/scientificName	https://tdwg.github.io    /mids/information-elements#Name	dwc			Geology	Name	Scientific Name	Name
113	114	mids:ObjectType	mids:MIDS1	skos:narrowMatch	dwc:preparations	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1261	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/preparations	https://tdwg.github.io    /mids/information-elements#ObjectType	dwc			Geology	Object Type	Preparations	ObjectType
114	115	mids:ObjectType	mids:MIDS1	skos:narrowMatch	dwc:materialEntityType	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property					|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/materialEntityType	https://tdwg.github.io    /mids/information-elements#ObjectType	dwc			Geology	Object Type	Material Entity Type	ObjectType
115	116	mids:License	mids:MIDS1	skos:exactMatch	dcterms:license	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1262	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:license	https://tdwg.github.io    /mids/information-elements#License	dwc			Geology	License	License	License
116	117	mids:Modified	mids:MIDS1	skos:exactMatch	dcterms:modified	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1263	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:modified	https://tdwg.github.io    /mids/information-elements#Modified	dwc			Geology	Modified	Modified	Modified
117	118	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:locality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1264	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Locality	QualitativeLocation
118	119	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:county	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1265	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/county	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	County	QualitativeLocation
119	120	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:municipality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1266	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/municipality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Municipality	QualitativeLocation
120	121	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:verbatimLocality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1267	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLocality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Verbatim Locality	QualitativeLocation
121	122	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:island	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1268	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/island	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Island	QualitativeLocation
122	123	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:verbatimCoordinates	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1269	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimCoordinates	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Verbatim Coordinates	QualitativeLocation
123	124	mids:QualitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:verbatimLongitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1272	Mathias Dillen	rdf property	rdf property		2023-09	dwc:verbatimLongitude|dwc:verbatimLatitude	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLongitude	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Verbatim Longitude	QualitativeLocation
124	125	mids:QualitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:verbatimLatitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1273	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLatitude	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Verbatim Latitude	QualitativeLocation
125	126	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:continent	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1274	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/continent	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Continent	QualitativeLocation
126	127	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:country	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1275	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/country	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Country	QualitativeLocation
127	128	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:countryCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1276	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/countryCode	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Country Code	QualitativeLocation
128	129	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:islandGroup	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1277	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/islandGroup	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Island Group	QualitativeLocation
129	130	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:stateProvince	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1278	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/stateProvince	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	State Province	QualitativeLocation
130	131	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:waterBody	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/waterBody	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Water Body	QualitativeLocation
131	132	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:higherGeography	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0001-9144-2848	Elspeth Haston	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/higherGeography	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Geology	Qualitative Location	Higher Geography	QualitativeLocation
132	133	mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:locationID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1274	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locationID	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Geology	Quantitative Location	Location ID	QuantitativeLocation
133	134	mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:decimalLatitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1275	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLatitude	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Geology	Quantitative Location	Decimal Latitude	QuantitativeLocation
134	135	mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:decimalLongitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1276	Mathias Dillen	rdf property	rdf property		2023-09	dwc:decimalLatitude|dwc:decimalLongitude	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLongitude	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Geology	Quantitative Location	Decimal Longitude	QuantitativeLocation
135	136	mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:footprintWKT	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1280	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintWKT	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Geology	Quantitative Location	Footprint WKT	QuantitativeLocation
136	137	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:bed	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/bed	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Bed	StratigraphicContext
137	138	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:formation	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/formation	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Formation	StratigraphicContext
138	139	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:group	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/group	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Group	StratigraphicContext
139	140	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:member	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/member	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Member	StratigraphicContext
140	141	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:highestBiostratigraphicZone	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Highest Biostratigraphic Zone	StratigraphicContext
141	142	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:lowestBiostratigraphicZone	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Lowest Biostratigraphic Zone	StratigraphicContext
142	143	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:lithostratigraphicTerms	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2023-09-18			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Geology	Stratigraphic Context	Lithostratigraphic Terms	StratigraphicContext
143	144	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:geodeticDatum	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1277	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/geodeticDatum	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Geodetic Datum	GeographicalLocalityID
144	145	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:coordinateUncertaintyInMeters	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1278	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Coordinate Uncertainty In Meters	GeographicalLocalityID
145	146	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:coordinatePrecision	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinatePrecision	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Coordinate Precision	GeographicalLocalityID
146	147	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:footprintSRS	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1281	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintSRS	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Footprint SRS	GeographicalLocalityID
147	148	mids:GeographicalLocalityID	mids:MIDS3	skos:narrowMatch	dwc:locationID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1274	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locationID	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Location ID	GeographicalLocalityID
148	149	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:decimalLatitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1275	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLatitude	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Decimal Latitude	GeographicalLocalityID
149	150	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:decimalLongitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1276	Mathias Dillen	rdf property	rdf property		2023-09	dwc:decimalLatitude|dwc:decimalLongitude|dwc:coordinatePrecision|dwc:coordinateUncertaintyInMeters|dwc:geodeticDatum	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLongitude	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Decimal Longitude	GeographicalLocalityID
150	151	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:footprintWKT	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1280	Mathias Dillen	rdf property	rdf property		2023-09	dwc:footprintWKT|dwc:footprintSRS	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintWKT	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Geology	Geographical Locality ID	Footprint WKT	GeographicalLocalityID
151	152	mids:OrganizationID	mids:MIDS3	skos:exactMatch	dwc:institutionID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1280	Mathias Dillen	rdf property	rdf property		2023-12-07			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionID	https://tdwg.github.io    /mids/information-elements#OrganizationID	dwc			Geology	Organization ID	Institution ID	OrganizationID
152	153	mids:IdentifiedAsID	mids:MIDS3	skos:exactMatch	dwc:scientificNameID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1260	Mathias Dillen	rdf property	rdf property		2023-12-07			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/scientificNameID	https://tdwg.github.io    /mids/information-elements#IdentifiedAsID	dwc			Geology	Identified As ID	Scientific Name ID	IdentifiedAsID
153	154	mids:IdentifiedByID	mids:MIDS3	skos:exactMatch	dwc:identifiedByID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1260	Mathias Dillen	rdf property	rdf property		2023-12-07			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/identifiedByID	https://tdwg.github.io    /mids/information-elements#IdentifiedByID	dwc			Geology	Identified By ID	Identified By ID	IdentifiedByID
154	155	mids:MediaID	mids:MIDS3	skos:narrowMatch	dcterms:identifier	gbif:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen	orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property		2023-12-07			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:identifier	https://tdwg.github.io    /mids/information-elements#MediaID	dwc			Geology	Media ID	Identifier	MediaID
155	156	mids:MediaID	mids:MIDS3	skos:narrowMatch	dcterms:identifier	ac:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen	orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property		2023-12-07			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:identifier	https://tdwg.github.io    /mids/information-elements#MediaID	dwc			Geology	Media ID	Identifier	MediaID
156	157	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:materialSampleID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/materialSampleID	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Paleontology	Physical Specimen ID	Material Sample ID	PhysicalSpecimenID
157	158	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:catalogNumber	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1253	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/catalogNumber	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Paleontology	Physical Specimen ID	Catalog Number	PhysicalSpecimenID
